drntanguay	#AMIA2014 I'd like to change the Tutorials I signed up for. Anyone know how to do it?	Sun Nov 9 4:54:27 PST 2014   
uthealth_sbmi	Oh so proud. Good luck guys. #AMIA2014 #SDC http://t.co/X8vfk3LsEO	Tue Nov 18 6:21:36 PST 2014   
n0juod1	RT @williamhersh: #informaticsyearinreview Papers selected, important events listed, and presentation slides at http://t.co/KrYa8TrKNz #AMI…	Tue Nov 18 6:21:39 PST 2014   
trentrosenbloom	RT @wareFLO: .@trentrosenbloom @titusschleyer no, EHR vendors did not chose what to do w/their resources, #MeaningfulUse hijacked SW dev cy…	Tue Nov 18 6:21:40 PST 2014   
puhfu	#Informatics #YIR Scheepers-Hoeks. Physicians' responses to CDS in an ICU. http://t.co/BdHdhdauEZ #AMIA2014	Tue Nov 18 6:21:41 PST 2014   
devinformatics	RT @wareFLO: .@titusschleyer EHR basics are wrong, document-centric instead of workflow-centric, need a EHR platform paradigm shift IMHO #A…	Tue Nov 18 6:21:54 PST 2014   
blancahimes	JA: papers this year emphasized communication, cooperation, collaboration, and coordination #AMIA2014	Tue Nov 18 6:21:57 PST 2014   
trentrosenbloom	#AMIA2014 #SDC design 3 worked to make existing patient portal more mobile, consumer friendly, actionable	Tue Nov 18 6:22:30 PST 2014   
puhfu	#Informatics #YIR Galanter. Alerts intercept drug name confusion errors during CPOE @PLOSONE http://t.co/lrxeuCBodX #AMIA2014	Tue Nov 18 6:22:38 PST 2014   
genomegal	Number one message: FHIR is free! #LB04 #amia2014	Tue Nov 18 6:22:46 PST 2014   
jessiet1023	MT @blancahimes: JA: papers this year emphasized communication, cooperation, collaboration, and coordination, though 3 are similar #AMIA2014	Tue Nov 18 6:22:59 PST 2014   
uthealth_sbmi	Design from the SBMI students has an Android Material feel to it. #AMIA2014 http://t.co/A8Cv7D95gD	Tue Nov 18 6:23:11 PST 2014   
wareflo	Don't get me wrong, don't mean to offend, but HIT has a document-fetish. Need to rebalance toward emphasis on workflow #AMIA2014	Tue Nov 18 6:23:36 PST 2014   
devinformatics	JA- "patients want access to their data." #AMIA2014	Tue Nov 18 6:23:43 PST 2014   
genomegal	Now Ed Hammond on "health standards: the good the myths and the I solved challenges. #LB04 #amia2014	Tue Nov 18 6:23:57 PST 2014   
puhfu	#Informatics #YIR Murphy. EHR triggers to detect potential delays in cancer dx. @BMJ_Qual_Saf http://t.co/quZ1iNpLOW #AMIA2014	Tue Nov 18 6:23:58 PST 2014   
wareflo	RT @blancahimes: JA: papers this year emphasized communication, cooperation, collaboration, and coordination #AMIA2014	Tue Nov 18 6:24:00 PST 2014   
arlenechung	RT @jessiet1023: MT @blancahimes: JA: papers this year emphasized communication, cooperation, collaboration, and coordination, though 3 are…	Tue Nov 18 6:24:25 PST 2014   
susanchull	RT @GenomeGal: Number one message: FHIR is free! #LB04 #amia2014	Tue Nov 18 6:24:43 PST 2014   
dcihmfp	RT @UTHealth_SBMI: Design from the SBMI students has an Android Material feel to it. #AMIA2014 http://t.co/A8Cv7D95gD	Tue Nov 18 6:24:44 PST 2014   
dieselcmio	@wareFLO keepin' it real. #AMIA2014 great Twitter discussions	Tue Nov 18 6:24:44 PST 2014   
titusschleyer	@anordine #S48 #ACMI Debate #AMIA2014 That is a good point. Plus, apps do NOT typically communicate among each other.	Tue Nov 18 6:24:49 PST 2014   
genomegal	Ed Hammond: "when I first heard these talks I was young..." Full disclosure/"- he only has one slide of the good. #LB04 #amia2014	Tue Nov 18 6:24:54 PST 2014   
uthealth_sbmi	Enhancement from Computer Supported Cooperative Work (CSCW). #AMIA2014 #SDC	Tue Nov 18 6:25:00 PST 2014   
trentrosenbloom	#AMIA2014 #SDC tools to support shared decision making -> computer supported cooperative work. Gamification too http://t.co/kr7xNGpiME	Tue Nov 18 6:25:02 PST 2014   
bradcrotty	@UTHealth_SBMI computer supported cooperative work features as part of #uhealth #SDC entry #AMIA2014	Tue Nov 18 6:25:05 PST 2014   
wareflo	.@trentrosenbloom @titusschleyer what if WHAT users want 2 do is different from WHAT #MeaningfulUse dictates? Don't even get 2 how #AMIA2014	Tue Nov 18 6:25:11 PST 2014   
wareflo	RT @dieselCMIO: @wareFLO keepin' it real. #AMIA2014 great Twitter discussions	Tue Nov 18 6:25:17 PST 2014   
tweet_akdmd	RT @GenomeGal: Don't forget http://t.co/DL9lc0wpX6 has the proceedings, slides, posters, and tutorial content!! Check it out! #amia2014	Tue Nov 18 6:25:18 PST 2014   
robertfreimuth	. @wareFLO IMO, workflow is UI. Data model is independent of workflow, but still need full semantic context. #AMIA2014	Tue Nov 18 6:25:27 PST 2014   
trentrosenbloom	RT @wareFLO: .@trentrosenbloom @titusschleyer what if WHAT users want 2 do is different from WHAT #MeaningfulUse dictates? Don't even get 2…	Tue Nov 18 6:25:34 PST 2014   
tweet_akdmd	RT @origamidoc: The dulcet tones of the hammered dulcimer at #AMIA2014 #AMIAsGotTalent Great to see Martha perform again. http://t.co/0I4…	Tue Nov 18 6:25:42 PST 2014   
jessiet1023	RT @RobertFreimuth: . @wareFLO IMO, workflow is UI. Data model is independent of workflow, but still need full semantic context. #AMIA2014	Tue Nov 18 6:25:42 PST 2014   
rusincovitch	LB04 Ed Hammond slide: "We have a rich set of adequate and functional standards. Implement them." #AMIA2014	Tue Nov 18 6:25:45 PST 2014   
blancahimes	One of my favorite topics next: personal health records, patients want access to their data #AMIA2014	Tue Nov 18 6:25:51 PST 2014   
genomegal	Hammond: The Good: we have good standards. The myth: making standars is not academic let's challenging or rewarding. #LB04 #amia2014	Tue Nov 18 6:25:56 PST 2014   
dcihmfp	@SBMI very nice student design work! Impressive insights as well. #AMIA2014 @AMIAinformatics	Tue Nov 18 6:25:58 PST 2014   
jessiet1023	RT @rusincovitch: LB04 Ed Hammond slide: "We have a rich set of adequate and functional standards. Implement them." #AMIA2014	Tue Nov 18 6:26:01 PST 2014   
titusschleyer	#S48 #ACMI Debate If we have so much innovation, then why are the systems we have so bad? #AMIA2014	Tue Nov 18 6:26:02 PST 2014   
uthealth_sbmi	Enhancement from User centered design: use appropriate language, cognitively supportive visualizations, specific user needs.... #AMIA2014	Tue Nov 18 6:26:20 PST 2014   
motorcycle_guy	'We have a Rich set of GOOD and functional standards. Implement them." says Ed Hammond, chair of too many things #AMIA2014	Tue Nov 18 6:26:34 PST 2014   
uthealth_sbmi	RT @bradcrotty: @UTHealth_SBMI computer supported cooperative work features as part of #uhealth #SDC entry #AMIA2014	Tue Nov 18 6:26:39 PST 2014   
puhfu	#Informatics #YIR Dalal. Automated email notification system for tests pending at d/c @JAMIA_BMJ http://t.co/HhReyuCxHE #AMIA2014	Tue Nov 18 6:26:45 PST 2014   
wareflo	.@RobertFreimuth Yes! Frequently say "Workflow *IS* the user interface among human users and computer systems. #AMIA2014	Tue Nov 18 6:26:46 PST 2014   
dcihmfp	@UTHealth_SBMI very nice student design work! Impressive insights as well. #AMIA2014 @AMIAinformatics	Tue Nov 18 6:26:50 PST 2014   
shrutz_rao	RT @williamhersh: #informaticsyearinreview Papers selected, important events listed, and presentation slides at http://t.co/KrYa8TrKNz #AMI…	Tue Nov 18 6:26:52 PST 2014   
protact	#AMIA2014 #ACMI debate is about fight btw academia & vendors in #EHR space, #SDC pitches are about #design #HCD & #PatientEngagement.#change	Tue Nov 18 6:26:57 PST 2014   
titusschleyer	RT @motorcycle_guy: 'We have a Rich set of GOOD and functional standards. Implement them." says Ed Hammond, chair of too many things #AMIA…	Tue Nov 18 6:27:01 PST 2014   
cerner	RT @DavidRaths: SMART on FHIR a Smoking Hot Topic at AMIA Meeting! http://t.co/5IGuF8S25P @HCInformatics #AMIA2014	Tue Nov 18 6:27:02 PST 2014   
wareflo	.@RobertFreimuth most usability res. does not adequately address workflow, but even then can't change frozen HIT workflow anyway! #AMIA2014	Tue Nov 18 6:27:45 PST 2014   
titusschleyer	#S48 #ACMI Debate Vendors know they can do better - the question is how? #AMIA2014	Tue Nov 18 6:27:46 PST 2014   
uthealth_sbmi	Implementation plan for uHealth. #AMIA2014 http://t.co/CPTN1nlmqN	Tue Nov 18 6:27:47 PST 2014   
matveyp	@rusincovitch @jessiet1023 “implementability" is frequently a problem. So are obvious gaps, like allergy #AMIA2014	Tue Nov 18 6:27:50 PST 2014   
peterngilbert	RT @motorcycle_guy: 'We have a Rich set of GOOD and functional standards. Implement them." says Ed Hammond, chair of too many things #AMIA…	Tue Nov 18 6:27:54 PST 2014   
wareflo	RT @RobertFreimuth: . @wareFLO IMO, workflow is UI. Data model is independent of workflow, but still need full semantic context. #AMIA2014	Tue Nov 18 6:27:59 PST 2014   
trentrosenbloom	#AMIA2014 #SDC importance of a multimodal evaluation plan http://t.co/plstLxFkcf	Tue Nov 18 6:28:06 PST 2014   
cyberdrcarr	RT @arlenechung: #sdc #AMIA2014 viz of data for pts based on literacy level from the Columbia univ team http://t.co/tDV8StRYOK	Tue Nov 18 6:28:08 PST 2014   
shrutz_rao	RT @subhamadhavan: AA: important to think of data as a flowing river over time and not as static snapshot. Make copies, share and do magic …	Tue Nov 18 6:28:09 PST 2014   
arlenechung	RT @rusincovitch: LB04 Ed Hammond slide: "We have a rich set of adequate and functional standards. Implement them." #AMIA2014	Tue Nov 18 6:28:15 PST 2014   
fbazzoli	RT @titusschleyer: #S48 #ACMI Debate Epic, the market leader, has taken a lot of heat. But, they now have opened up their interfaces. #AMIA…	Tue Nov 18 6:28:20 PST 2014   
trentrosenbloom	RT @motorcycle_guy: 'We have a Rich set of GOOD and functional standards. Implement them." says Ed Hammond, chair of too many things #AMIA…	Tue Nov 18 6:28:22 PST 2014   
wareflo	RT @bradcrotty: @UTHealth_SBMI computer supported cooperative work features as part of #uhealth #SDC entry #AMIA2014	Tue Nov 18 6:28:24 PST 2014   
rusincovitch	LB04 Ed Hammond #AMIA2014 http://t.co/dvWEnqSO6k	Tue Nov 18 6:28:26 PST 2014   
thatmattbotkin	RT @DavidRaths: SMART on FHIR a Smoking Hot Topic at AMIA Meeting! http://t.co/EIaZwa8bf3 @HCInformatics #AMIA2014	Tue Nov 18 6:28:28 PST 2014   
blancahimes	@blancahimes ...That lasted one slide. Filling in gaps of "other" categories. Now onto big data hubris #AMIA2014	Tue Nov 18 6:28:30 PST 2014   
devinformatics	BH- Analytics important but have to get beyond "Big Data hubris'. #AMIA2014	Tue Nov 18 6:28:31 PST 2014   
trentrosenbloom	“@titusschleyer: #S48 #ACMI Debate Vendors know they can do better - the question is how? #AMIA2014” incentives?	Tue Nov 18 6:28:33 PST 2014   
wareflo	RT @trentrosenbloom: #AMIA2014 #SDC tools to support shared decision making -> computer supported cooperative work. Gamification too http:/…	Tue Nov 18 6:28:34 PST 2014   
puhfu	#Informatics #YIR Pageler. EHR checklist and electronic dashboard to decrease CLABSIs http://t.co/oiY57lb0ai #AMIA2014	Tue Nov 18 6:28:39 PST 2014   
dizeludlow	RT @anitabaum: #AMIA2014 CDS still benefical but not enduring or educational @williamhersh year in review http://t.co/R40CvwSYcR	Tue Nov 18 6:28:44 PST 2014   
arlenechung	RT @trentrosenbloom: #AMIA2014 #SDC importance of a multimodal evaluation plan http://t.co/plstLxFkcf	Tue Nov 18 6:28:46 PST 2014   
uthealth_sbmi	RT @dcihmfp: @UTHealth_SBMI very nice student design work! Impressive insights as well. #AMIA2014 @AMIAinformatics	Tue Nov 18 6:28:48 PST 2014   
trentrosenbloom	“@titusschleyer: #S48 #ACMI Debate Vendors know they can do better - the question is how? #AMIA2014” more competition?	Tue Nov 18 6:28:50 PST 2014   
susanchull	RT @rusincovitch: LB04 Ed Hammond #AMIA2014 http://t.co/dvWEnqSO6k	Tue Nov 18 6:28:50 PST 2014   
arlenechung	RT @UTHealth_SBMI: Implementation plan for uHealth. #AMIA2014 http://t.co/CPTN1nlmqN	Tue Nov 18 6:28:50 PST 2014   
motorcycle_guy	Ed Hammond doing his best @jhalamka impression at #AMIA2014 http://t.co/gd6uCDszUu	Tue Nov 18 6:28:53 PST 2014   
dr_bob	Risk stratification using data from EMRs better predicts suicide risks than clinician assessments http://t.co/gmWONeeyAN #amia2014	Tue Nov 18 6:28:58 PST 2014   
jessiet1023	RT @motorcycle_guy: Ed Hammond doing his best @jhalamka impression at #AMIA2014 http://t.co/gd6uCDszUu	Tue Nov 18 6:29:05 PST 2014   
genomegal	Hammond: myth - standards developing orgs can't work together. "We don't say anything bad about others when in same room." #LB04 #amia2014	Tue Nov 18 6:29:06 PST 2014   
arlenechung	RT @rusincovitch: LB04 Ed Hammond #AMIA2014 http://t.co/dvWEnqSO6k	Tue Nov 18 6:29:07 PST 2014   
susanchull	RT @dr_bob: Risk stratification using data from EMRs better predicts suicide risks than clinician assessments http://t.co/gmWONeeyAN #amia2…	Tue Nov 18 6:29:11 PST 2014   
kim_nolen	RT @motorcycle_guy: Ed Hammond doing his best @jhalamka impression at #AMIA2014 http://t.co/gd6uCDszUu	Tue Nov 18 6:29:14 PST 2014   
paulplsek	RT @RossMartin: Abernethy: think of patient data as a non-depletable resource. The more it's used, the richer it will be. #amia2014	Tue Nov 18 6:29:15 PST 2014   
titusschleyer	#S48 #ACMI Debate Ben Shneiderman has produced great #medrec interface - why has no vendor implemented it? #AMIA2014	Tue Nov 18 6:29:22 PST 2014   
crescendocorp	RT @HealthForumNews: .@AMIAinformatics Interesting discussions at #AMIA2014! Here is an infographic detailing some benefits of #EHR http://…	Tue Nov 18 6:29:34 PST 2014   
jessiet1023	RT @matveyp: @rusincovitch @jessiet1023 “implementability" is frequently a problem. So are obvious gaps, like allergy #AMIA2014	Tue Nov 18 6:29:36 PST 2014   
knitlibrarian	#s46 #bluebutton, @DeptVetAffairs the 1st to use but not the last #PHR #AMIA2014 http://t.co/2uVpYplIkT	Tue Nov 18 6:29:40 PST 2014   
trentrosenbloom	#AMIA2014 #SDC mobile patient portals support a mobile lifestyle http://t.co/O5hbmSifdj	Tue Nov 18 6:29:47 PST 2014   
puhfu	#Informatics #YIR Procop. Duplicate laboratory test reduction using CDS. http://t.co/rSwFCnKKew #AMIA2014	Tue Nov 18 6:29:51 PST 2014   
tweet_akdmd	Hersh: need to show how to use big data more practically #AMIA2014	Tue Nov 18 6:29:52 PST 2014   
wareflo	.@titusschleyer @anordine apps dont communicate cuz no workflow-based platform middleware, sadly missing in must current HIT #AMIA2014	Tue Nov 18 6:29:53 PST 2014   
titusschleyer	#S48 #ACMI Debate Mike Becich: We need to get out of the fingerpointing game. How can we be more constructive? #AMIA2014	Tue Nov 18 6:30:05 PST 2014   
puhfu	#informatics #YIR All slides available at @williamhersh http://t.co/bAOY8fNa70 #AMIA2014	Tue Nov 18 6:30:29 PST 2014   
trentrosenbloom	“@titusschleyer: Ben Shneiderman has produced great #medrec interface - why has no vendor implemented it? #AMIA2014” yup. Solves MU too	Tue Nov 18 6:30:34 PST 2014   
arlenechung	RT @trentrosenbloom: #AMIA2014 #SDC mobile patient portals support a mobile lifestyle http://t.co/O5hbmSifdj	Tue Nov 18 6:30:43 PST 2014   
arlenechung	RT @puhfu: #Informatics #YIR Procop. Duplicate laboratory test reduction using CDS. http://t.co/rSwFCnKKew #AMIA2014	Tue Nov 18 6:30:47 PST 2014   
epan47	LB04 HIT Standards #AMIA2014 Ed Hammond - 100 solutions = 100 solutions <> a solution	Tue Nov 18 6:30:48 PST 2014   
medexofme	RT @RobertFreimuth: . @wareFLO IMO, workflow is UI. Data model is independent of workflow, but still need full semantic context. #AMIA2014	Tue Nov 18 6:30:48 PST 2014   
wareflo	RT @titusschleyer: #S48 #ACMI Debate If we have so much innovation, then why are the systems we have so bad? #AMIA2014	Tue Nov 18 6:30:50 PST 2014   
motorcycle_guy	Myth 4: If we know there is a better way, we will adopt it. Via Ed at #AMIA2014	Tue Nov 18 6:30:52 PST 2014   
askappdev	RT @GenomeGal: Number one message: FHIR is free! #LB04 #amia2014	Tue Nov 18 6:30:53 PST 2014   
jessiet1023	.@williamhersh the sicker people are, the less they worry about their privacy. a crime NOT to share their data, help make better! #AMIA2014	Tue Nov 18 6:30:53 PST 2014   
askappdev	RT @rusincovitch: LB04 Ed Hammond #AMIA2014 http://t.co/dvWEnqSO6k	Tue Nov 18 6:30:53 PST 2014   
askappdev	RT @dr_bob: Risk stratification using data from EMRs better predicts suicide risks than clinician assessments http://t.co/gmWONeeyAN #amia2…	Tue Nov 18 6:30:53 PST 2014   
rusincovitch	LB04 Ed Hammond: for everything we've talked about this morning, the biggest barrier is change. #AMIA2014	Tue Nov 18 6:30:56 PST 2014   
arlenechung	RT @titusschleyer: #S48 #ACMI Debate Analogy to App store breaks down: As apps get closer to vendor core modules, will they let them live? …	Tue Nov 18 6:30:56 PST 2014   
titusschleyer	#S48 #ACMI Debate What are good examples for academic/industry #HealthIT collaborations? J Glaser: Look at other disciplines? #AMIA2014	Tue Nov 18 6:30:58 PST 2014   
knitlibrarian	S46 the sicker people are, the less that they worry about their #privacy #AMIA2014	Tue Nov 18 6:31:02 PST 2014   
arlenechung	RT @titusschleyer: @anordine #S48 #ACMI Debate #AMIA2014 That is a good point. Plus, apps do NOT typically communicate among each other.	Tue Nov 18 6:31:08 PST 2014   
arlenechung	RT @wareFLO: .@titusschleyer @anordine apps dont communicate cuz no workflow-based platform middleware, sadly missing in must current HIT #…	Tue Nov 18 6:31:12 PST 2014   
puhfu	#Informatics #YIR Gerber. Benefits of an outpatient antimicrobial stewardship intervention @JAMA_current http://t.co/j3HSRBJXO9 #AMIA2014	Tue Nov 18 6:31:33 PST 2014   
